Date,Year,Month,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Landing Count,Total Landed Weight
8/1/2018,2018,8,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,B744,27,17982000
8/1/2018,2018,8,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A332,7,2795460
8/1/2018,2018,8,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Airbus,A359,31,14147067
8/1/2018,2018,8,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Airbus,A359,31,14147067
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B753,448,100352000
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B739,45,7068500
8/1/2018,2018,8,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B763,33,10560000
8/1/2018,2018,8,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B773,3,1662000
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B738,54,7900200
8/1/2018,2018,8,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Boeing,B773,31,17174000
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,9,1240101
8/1/2018,2018,8,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B773,30,16620000
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B788,23,8740000
8/1/2018,2018,8,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B748,1,682000
8/1/2018,2018,8,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Boeing,B773,31,17174000
8/1/2018,2018,8,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B772,3,1380312
8/1/2018,2018,8,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B738,55,7917200
8/1/2018,2018,8,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,B773,30,16620000
8/1/2018,2018,8,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Airbus,A333,1,412260
8/1/2018,2018,8,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ2,929,43663000
8/1/2018,2018,8,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Airbus,A388,30,25529520
8/1/2018,2018,8,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,52,7661957
8/1/2018,2018,8,Iberia,IB,Iberia,IB,Domestic,Europe,Passenger,Wide Body,Airbus,A332,14,5555648
8/1/2018,2018,8,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A332,13,5216133
8/1/2018,2018,8,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B752,334,66132000
8/1/2018,2018,8,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,B744,1,652000
8/1/2018,2018,8,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B789,43,18275000
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B789,21,8925000
8/1/2018,2018,8,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B738,288,41669200
8/1/2018,2018,8,Thomas Cook Airlines,MT,Thomas Cook Airlines,MT,International,Europe,Passenger,Wide Body,Airbus,A332,13,5222749
8/1/2018,2018,8,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A346,31,17700907
8/1/2018,2018,8,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Airbus,A332,13,5158816
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B739,1566,246353800
8/1/2018,2018,8,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,B789,13,5525000
8/1/2018,2018,8,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,B773,27,14958000
8/1/2018,2018,8,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,B738,76,11118800
8/1/2018,2018,8,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Embraer,E175,1,74957
8/1/2018,2018,8,XL Airways France,SE,XL Airways France,SE,International,Europe,Passenger,Wide Body,Airbus,A332,13,5198497
8/1/2018,2018,8,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Passenger,Wide Body,Airbus,A359,18,8214426
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B752,585,115830000
8/1/2018,2018,8,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Airbus,A359,31,14010388
8/1/2018,2018,8,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B748,30,20460000
8/1/2018,2018,8,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,B737,74,9560800
8/1/2018,2018,8,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Airbus,A332,4,1604964
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,68,9669464
8/1/2018,2018,8,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A343,31,13121897
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B789,60,25500000
8/1/2018,2018,8,Emirates,EK,Emirates,EK,International,Asia,Passenger,Wide Body,Airbus,A388,31,26722217
8/1/2018,2018,8,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,E170,1,74957
8/1/2018,2018,8,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Passenger,Wide Body,Airbus,A332,11,4369561
8/1/2018,2018,8,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Airbus,A320,1268,181183419
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,74,10522652
8/1/2018,2018,8,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Embraer,E170,1549,116108393
8/1/2018,2018,8,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Airbus,A332,12,4761600
8/1/2018,2018,8,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,130,18492354
8/1/2018,2018,8,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Airbus,A321,1,174606
8/1/2018,2018,8,French Bee,BF,French Bee,BF,International,Europe,Passenger,Wide Body,Airbus,A359,15,6845355
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,37,5413100
8/1/2018,2018,8,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B738,154,22176000
8/1/2018,2018,8,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,29,4123742
8/1/2018,2018,8,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,B763,3,960000
8/1/2018,2018,8,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B772,5,2300520
8/1/2018,2018,8,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,B738,19,2779700
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B772,265,118100000
8/1/2018,2018,8,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,B773,31,17174000
8/1/2018,2018,8,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B739,433,68110900
8/1/2018,2018,8,ABC Aerolineas S.A. de C.V. dba Interjet,4O,ABC Aerolineas S.A. de C.V. dba Interjet,4O,International,Mexico,Passenger,Narrow Body,Airbus,A320,26,3707069
8/1/2018,2018,8,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B753,142,31808000
8/1/2018,2018,8,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A321,392,67235840
8/1/2018,2018,8,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,40,5912810
8/1/2018,2018,8,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B789,18,7650000
8/1/2018,2018,8,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Boeing,B763,45,14670000
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,2,275578
8/1/2018,2018,8,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B763,43,13330000
8/1/2018,2018,8,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,B773,31,17174000
8/1/2018,2018,8,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B772,40,19680000
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B739,53,8336900
8/1/2018,2018,8,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,9,1210338
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B773,15,8310000
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B773,60,33240000
8/1/2018,2018,8,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,143,20420296
8/1/2018,2018,8,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B788,36,13680000
8/1/2018,2018,8,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A320,2,275578
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B789,157,66725000
8/1/2018,2018,8,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B744,31,19530000
8/1/2018,2018,8,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B738,265,38769500
8/1/2018,2018,8,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Boeing,B738,146,22308800
8/1/2018,2018,8,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B773,23,12742000
8/1/2018,2018,8,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A321,882,151263000
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B788,32,12160000
8/1/2018,2018,8,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,B744,26,16896000
8/1/2018,2018,8,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B772,1,470000
8/1/2018,2018,8,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A321,8,1372160
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B773,124,68696000
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B764,4,1400000
8/1/2018,2018,8,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B739,155,24018500
8/1/2018,2018,8,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Embraer,E175,16,1199312
8/1/2018,2018,8,Finnair,AY,Finnair,AY,International,Europe,Passenger,Wide Body,Airbus,A333,13,5359432
8/1/2018,2018,8,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B762,24,6526000
8/1/2018,2018,8,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,B773,31,17174000
8/1/2018,2018,8,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A346,31,17700907
8/1/2018,2018,8,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,2,275578
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B738,58,8485400
8/1/2018,2018,8,Compass Airlines,CP,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,E170,333,25034274
8/1/2018,2018,8,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B738,184,26496000
8/1/2018,2018,8,Jazz Aviation,QK,Air Canada,AC,International,Canada,Passenger,Regional Jet,Bombardier,CRJ9,123,9237300
8/1/2018,2018,8,Alaska Airlines,AS,Alaska Airlines,AS,International,US,Passenger,Narrow Body,Airbus,A321,209,36492654
8/1/2018,2018,8,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Passenger,Wide Body,Boeing,B773,31,17174000
8/1/2018,2018,8,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B748,25,19075000
8/1/2018,2018,8,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B737,1176,150528000
8/1/2018,2018,8,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Passenger,Narrow Body,Airbus,A320,20,2940970
8/1/2018,2018,8,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A343,10,4188780
8/1/2018,2018,8,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B744,32,20123043
8/1/2018,2018,8,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Airbus,A319,366,50430408
7/1/2018,2018,7,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Embraer,E170,1695,127052115
7/1/2018,2018,7,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,B773,91,50414000
7/1/2018,2018,7,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B738,53,7606600
7/1/2018,2018,7,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B772,40,19680000
7/1/2018,2018,7,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B773,8,4432000
7/1/2018,2018,7,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Boeing,B773,31,17174000
7/1/2018,2018,7,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B789,24,10200000
7/1/2018,2018,7,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A332,62,24876942
7/1/2018,2018,7,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,97,13793206
7/1/2018,2018,7,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,B789,5,2125000
7/1/2018,2018,7,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,52,8020414
7/1/2018,2018,7,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B788,40,15200000
7/1/2018,2018,7,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Airbus,A320,100,14322317
7/1/2018,2018,7,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,7,941374
7/1/2018,2018,7,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Passenger,Wide Body,Airbus,A333,2,815710
7/1/2018,2018,7,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B763,35,10850000
7/1/2018,2018,7,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B748,31,21142000
7/1/2018,2018,7,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,3,413367
7/1/2018,2018,7,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A321,912,156408000
7/1/2018,2018,7,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B773,23,12742000
7/1/2018,2018,7,Icelandair EHF,FI,Icelandair EHF,FI,International,Europe,Passenger,Wide Body,Boeing,B763,18,5760000
7/1/2018,2018,7,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B738,141,20304000
7/1/2018,2018,7,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Airbus,A359,31,14147067
7/1/2018,2018,7,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B789,58,24650000
7/1/2018,2018,7,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B773,1,554000
7/1/2018,2018,7,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,15,2572800
7/1/2018,2018,7,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B789,2,850000
7/1/2018,2018,7,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B762,20,5440000
7/1/2018,2018,7,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,B738,80,11704000
7/1/2018,2018,7,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B772,30,14760000
7/1/2018,2018,7,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A321,389,66721280
7/1/2018,2018,7,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,18,2646433
7/1/2018,2018,7,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,B773,31,17174000
7/1/2018,2018,7,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A332,5,1997387
7/1/2018,2018,7,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A332,13,5216133
7/1/2018,2018,7,Compass Airlines,CP,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,E170,289,21726442
7/1/2018,2018,7,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B773,26,14404000
7/1/2018,2018,7,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,147,20919641
7/1/2018,2018,7,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,B789,31,13175000
7/1/2018,2018,7,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B789,155,65875000
7/1/2018,2018,7,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,B744,26,16904000
7/1/2018,2018,7,Emirates,EK,Emirates,EK,International,Asia,Passenger,Wide Body,Airbus,A388,31,26722217
7/1/2018,2018,7,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Airbus,A319,406,55941928
7/1/2018,2018,7,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,B738,19,2779700
7/1/2018,2018,7,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Airbus,A332,4,1604964
7/1/2018,2018,7,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A346,31,17700907
7/1/2018,2018,7,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,1680,236551461
7/1/2018,2018,7,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Boeing,B773,31,17174000
7/1/2018,2018,7,Finnair,AY,Finnair,AY,International,Europe,Passenger,Wide Body,Airbus,A333,13,5359432
7/1/2018,2018,7,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,26,3532909
7/1/2018,2018,7,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B738,187,26928000
7/1/2018,2018,7,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B789,8,3400000
7/1/2018,2018,7,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,B773,31,17174000
7/1/2018,2018,7,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A388,31,26768515
7/1/2018,2018,7,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Airbus,A320,1464,209285717
7/1/2018,2018,7,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,B772,1,470000
7/1/2018,2018,7,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B772,2,920208
7/1/2018,2018,7,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ2,796,37412000
7/1/2018,2018,7,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B772,5,2350000
